dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
com.fasterxml.jackson.core:jackson-databind,org.mongodb:mongo-java-driver,57,841,119,0.07,0.48,0.48
org.apache.commons:commons-text,org.springframework:spring-beans,31,183,256,0.17,0.12,0.17
ch.qos.logback:logback-core,javax.servlet:javax.servlet-api,62,225,491,0.28,0.13,0.28
org.openjdk.jmh:jmh-core,org.springframework:spring-test,28,215,339,0.13,0.08,0.13
javax.servlet.jsp:jsp-api,org.assertj:assertj-core,18,105,454,0.17,0.04,0.17
javax.inject:javax.inject,org.aspectj:aspectjweaver,21,186,170,0.11,0.12,0.12
org.eclipse.jetty:jetty-util,org.hamcrest:hamcrest,20,113,151,0.18,0.13,0.18
org.antlr:antlr4-runtime,org.yaml:snakeyaml,25,109,268,0.23,0.09,0.23
commons-beanutils:commons-beanutils,org.eclipse.jetty:jetty-servlet,51,282,202,0.18,0.25,0.25
com.fasterxml.jackson.core:jackson-core,org.apache.maven:maven-core,52,532,193,0.1,0.27,0.27
org.springframework:spring-core,org.springframework:spring-test,197,339,339,0.58,0.58,0.58
com.sun.xml.bind:jaxb-impl,javax.inject:javax.inject,23,160,186,0.14,0.12,0.14
com.sun.xml.bind:jaxb-impl,org.apache.commons:commons-pool2,12,160,118,0.08,0.1,0.1
com.sun.xml.bind:jaxb-impl,org.glassfish.jaxb:jaxb-runtime,29,160,145,0.18,0.2,0.2
org.eclipse.jetty:jetty-servlet,org.springframework:spring-core,43,202,339,0.21,0.13,0.21
com.google.inject:guice,commons-lang:commons-lang,57,192,441,0.3,0.13,0.3
org.junit.jupiter:junit-jupiter-api,org.powermock:powermock-api-mockito2,17,286,104,0.06,0.16,0.16
org.mockito:mockito-all,org.mongodb:mongo-java-driver,29,368,119,0.08,0.24,0.24
joda-time:joda-time,org.apache.lucene:lucene-analyzers-common,26,380,109,0.07,0.24,0.24
com.googlecode.json-simple:json-simple,org.apache.maven.plugin-tools:maven-plugin-annotations,16,154,229,0.1,0.07,0.1
jakarta.xml.bind:jakarta.xml.bind-api,org.codehaus.groovy:groovy-all,7,114,117,0.06,0.06,0.06
com.jayway.jsonpath:json-path,org.apache.velocity:velocity,12,129,124,0.09,0.1,0.1
commons-lang:commons-lang,org.bouncycastle:bcpkix-jdk15on,34,441,154,0.08,0.22,0.22
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-tx,23,334,172,0.07,0.13,0.13
mysql:mysql-connector-java,org.springframework:spring-jdbc,130,537,219,0.24,0.59,0.59
com.google.code.gson:gson,jakarta.xml.bind:jakarta.xml.bind-api,38,666,114,0.06,0.33,0.33
com.google.code.gson:gson,org.apache.logging.log4j:log4j-core,134,666,387,0.2,0.35,0.35
org.apache.thrift:libthrift,org.apache.velocity:velocity,11,104,124,0.11,0.09,0.11
org.easymock:easymock,org.junit.jupiter:junit-jupiter-params,10,179,169,0.06,0.06,0.06
org.easymock:easymock,org.springframework.boot:spring-boot-starter-web,8,179,140,0.04,0.06,0.06
net.java.dev.jna:jna,org.slf4j:jcl-over-slf4j,26,160,311,0.16,0.08,0.16
net.java.dev.jna:jna,org.apache.lucene:lucene-core,14,160,137,0.09,0.1,0.1
com.alibaba:druid,org.springframework:spring-orm,25,148,126,0.17,0.2,0.2
org.hamcrest:hamcrest,org.springframework:spring-tx,15,151,172,0.1,0.09,0.1
org.apache.maven:maven-core,org.hibernate:hibernate-core,14,193,189,0.07,0.07,0.07
org.bouncycastle:bcprov-jdk15on,org.elasticsearch:elasticsearch,13,196,122,0.07,0.11,0.11
org.bouncycastle:bcprov-jdk15on,org.hamcrest:hamcrest-all,27,196,237,0.14,0.11,0.14
commons-logging:commons-logging,org.apache.derby:derby,42,369,102,0.11,0.41,0.41
com.google.guava:guava,org.hibernate:hibernate-entitymanager,50,1193,108,0.04,0.46,0.46
org.mockito:mockito-junit-jupiter,org.mybatis:mybatis,5,116,125,0.04,0.04,0.04
org.springframework:spring-expression,org.springframework:spring-tx,64,115,172,0.56,0.37,0.56
javax.activation:activation,org.hsqldb:hsqldb,9,107,197,0.08,0.05,0.08
org.apache.avro:avro,org.hamcrest:hamcrest,13,123,151,0.11,0.09,0.11
org.projectlombok:lombok,org.slf4j:slf4j-simple,45,434,382,0.1,0.12,0.12
org.json:json,org.mybatis.spring.boot:mybatis-spring-boot-starter,4,228,145,0.02,0.03,0.03
org.assertj:assertj-core,org.slf4j:slf4j-simple,87,454,382,0.19,0.23,0.23
commons-fileupload:commons-fileupload,org.slf4j:slf4j-simple,32,240,382,0.13,0.08,0.13
commons-fileupload:commons-fileupload,org.freemarker:freemarker,40,240,153,0.17,0.26,0.26
commons-fileupload:commons-fileupload,org.springframework:spring-context-support,57,240,155,0.24,0.37,0.37
commons-fileupload:commons-fileupload,javax.servlet:javax.servlet-api,122,240,491,0.51,0.25,0.51
javax.servlet:servlet-api,org.apache.curator:curator-recipes,14,266,131,0.05,0.11,0.11
com.h2database:h2,com.sun.xml.bind:jaxb-impl,40,360,160,0.11,0.25,0.25
log4j:log4j,org.apache.derby:derby,34,487,102,0.07,0.33,0.33
org.apache.lucene:lucene-analyzers-common,org.testng:testng,13,109,288,0.12,0.05,0.12
commons-io:commons-io,org.springframework:spring-context,212,1050,435,0.2,0.49,0.49
commons-io:commons-io,org.slf4j:slf4j-jdk14,53,1050,107,0.05,0.5,0.5
commons-cli:commons-cli,org.hibernate:hibernate-validator,20,376,148,0.05,0.14,0.14
com.alibaba:fastjson,org.apache.commons:commons-csv,9,335,130,0.03,0.07,0.07
org.apache.commons:commons-csv,org.apache.lucene:lucene-core,15,130,137,0.12,0.11,0.12
commons-net:commons-net,org.projectlombok:lombok,28,128,434,0.22,0.06,0.22
commons-net:commons-net,org.apache.lucene:lucene-analyzers-common,11,128,109,0.09,0.1,0.1
commons-net:commons-net,javax.validation:validation-api,19,128,197,0.15,0.1,0.15
javax.mail:mail,org.slf4j:slf4j-log4j12,59,157,521,0.38,0.11,0.38
javax.mail:mail,org.springframework:spring-expression,26,157,115,0.17,0.23,0.23
org.apache.lucene:lucene-core,org.springframework:spring-tx,21,137,172,0.15,0.12,0.15
org.apache.lucene:lucene-core,org.apache.poi:poi,21,137,139,0.15,0.15,0.15
com.thoughtworks.xstream:xstream,org.awaitility:awaitility,16,128,161,0.13,0.1,0.13
com.thoughtworks.xstream:xstream,javax.servlet:jstl,20,128,124,0.16,0.16,0.16
commons-dbcp:commons-dbcp,org.springframework:spring-beans,47,124,256,0.38,0.18,0.38
commons-dbcp:commons-dbcp,org.apache.kafka:kafka-clients,17,124,162,0.14,0.1,0.14
io.netty:netty-handler,log4j:log4j,20,119,487,0.17,0.04,0.17
org.apache.commons:commons-lang3,org.awaitility:awaitility,73,987,161,0.07,0.45,0.45
org.eclipse.jetty:jetty-webapp,org.springframework:spring-beans,39,166,256,0.23,0.15,0.23
org.awaitility:awaitility,org.powermock:powermock-module-junit4,18,161,203,0.11,0.09,0.11
com.google.code.findbugs:jsr305,org.projectlombok:lombok,49,323,434,0.15,0.11,0.15
com.google.code.findbugs:jsr305,commons-collections:commons-collections,70,323,284,0.22,0.25,0.25
com.google.code.findbugs:jsr305,org.apache.lucene:lucene-core,27,323,137,0.08,0.2,0.2
org.apache.velocity:velocity,org.codehaus.jackson:jackson-mapper-asl,25,124,154,0.2,0.16,0.2
org.apache.velocity:velocity,redis.clients:jedis,15,124,183,0.12,0.08,0.12
commons-configuration:commons-configuration,org.testcontainers:testcontainers,12,149,116,0.08,0.1,0.1
org.codehaus.jackson:jackson-core-asl,org.slf4j:jul-to-slf4j,18,100,152,0.18,0.12,0.18
javax.ws.rs:javax.ws.rs-api,org.hsqldb:hsqldb,14,137,197,0.1,0.07,0.1
javax.servlet:jstl,org.apache.poi:poi-ooxml,17,124,145,0.14,0.12,0.14
commons-httpclient:commons-httpclient,javax.servlet:jstl,23,140,124,0.16,0.19,0.19
com.beust:jcommander,redis.clients:jedis,6,100,183,0.06,0.03,0.06
com.jcraft:jsch,org.glassfish.jaxb:jaxb-runtime,9,103,145,0.09,0.06,0.09
org.apache.commons:commons-text,org.apache.thrift:libthrift,18,183,104,0.1,0.17,0.17
com.squareup.okhttp3:okhttp,javax.ws.rs:javax.ws.rs-api,26,233,137,0.11,0.19,0.19
com.squareup.okhttp3:okhttp,net.java.dev.jna:jna,26,233,160,0.11,0.16,0.16
com.fasterxml.jackson.core:jackson-annotations,org.reflections:reflections,66,447,173,0.15,0.38,0.38
javax.servlet.jsp:jsp-api,org.apache.curator:curator-recipes,7,105,131,0.07,0.05,0.07
org.apache.ant:ant,org.springframework:spring-jdbc,21,152,219,0.14,0.1,0.14
org.apache.ant:ant,org.apache.maven:maven-plugin-api,60,152,264,0.39,0.23,0.39
commons-beanutils:commons-beanutils,org.apache.hadoop:hadoop-common,37,282,140,0.13,0.26,0.26
com.fasterxml.jackson.core:jackson-core,org.elasticsearch:elasticsearch,47,532,122,0.09,0.39,0.39
org.springframework:spring-core,org.springframework:spring-tx,130,339,172,0.38,0.76,0.76
com.sun.xml.bind:jaxb-impl,org.apache.logging.log4j:log4j-core,32,160,387,0.2,0.08,0.2
org.mockito:mockito-all,redis.clients:jedis,24,368,183,0.07,0.13,0.13
joda-time:joda-time,org.aspectj:aspectjrt,36,380,111,0.09,0.32,0.32
jakarta.xml.bind:jakarta.xml.bind-api,org.junit.jupiter:junit-jupiter-params,19,114,169,0.17,0.11,0.17
org.apache.logging.log4j:log4j-core,org.slf4j:jul-to-slf4j,28,387,152,0.07,0.18,0.18
org.apache.maven:maven-artifact,org.eclipse.jetty:jetty-servlet,22,125,202,0.18,0.11,0.18
commons-lang:commons-lang,javax.annotation:javax.annotation-api,53,441,243,0.12,0.22,0.22
org.apache.curator:curator-recipes,org.apache.httpcomponents:httpmime,7,131,143,0.05,0.05,0.05
org.junit.jupiter:junit-jupiter,org.scala-lang:scala-library,16,153,173,0.1,0.09,0.1
org.apache.commons:commons-pool2,org.hamcrest:hamcrest-core,19,118,216,0.16,0.09,0.16
net.java.dev.jna:jna,org.javassist:javassist,37,160,227,0.23,0.16,0.23
io.dropwizard.metrics:metrics-core,org.slf4j:jcl-over-slf4j,42,156,311,0.27,0.14,0.27
com.github.ben-manes.caffeine:caffeine,org.json:json,14,111,228,0.13,0.06,0.13
org.hamcrest:hamcrest,org.jsoup:jsoup,15,151,232,0.1,0.06,0.1
org.slf4j:log4j-over-slf4j,org.yaml:snakeyaml,32,122,268,0.26,0.12,0.26
org.openjdk.jmh:jmh-generator-annprocess,org.slf4j:jcl-over-slf4j,22,201,311,0.11,0.07,0.11
org.openjdk.jmh:jmh-generator-annprocess,org.postgresql:postgresql,36,201,245,0.18,0.15,0.18
commons-logging:commons-logging,org.apache.logging.log4j:log4j-core,95,369,387,0.26,0.25,0.26
com.google.guava:guava,org.elasticsearch:elasticsearch,79,1193,122,0.07,0.65,0.65
com.google.protobuf:protobuf-java,org.easymock:easymock,25,268,179,0.09,0.14,0.14
javax.activation:activation,javax.servlet:jstl,14,107,124,0.13,0.11,0.13
org.apache.avro:avro,org.junit.jupiter:junit-jupiter-params,12,123,169,0.1,0.07,0.1
org.projectlombok:lombok,org.springframework:spring-jdbc,38,434,219,0.09,0.17,0.17
org.eclipse.jetty:jetty-server,org.mybatis:mybatis,15,267,125,0.06,0.12,0.12
commons-fileupload:commons-fileupload,org.eclipse.jetty:jetty-server,54,240,267,0.23,0.2,0.23
io.springfox:springfox-swagger-ui,org.antlr:antlr4-runtime,4,130,109,0.03,0.04,0.04
io.springfox:springfox-swagger-ui,org.bouncycastle:bcpkix-jdk15on,5,130,154,0.04,0.03,0.04
org.apache.commons:commons-compress,org.javassist:javassist,54,239,227,0.23,0.24,0.24
commons-validator:commons-validator,org.codehaus.jackson:jackson-mapper-asl,19,107,154,0.18,0.12,0.18
io.netty:netty-all,redis.clients:jedis,35,226,183,0.15,0.19,0.19
cglib:cglib,org.mybatis.spring.boot:mybatis-spring-boot-starter,16,134,145,0.12,0.11,0.12
org.junit.jupiter:junit-jupiter-params,org.springframework:spring-test,25,169,339,0.15,0.07,0.15
org.elasticsearch:elasticsearch,org.testng:testng,12,122,288,0.1,0.04,0.1
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.springframework:spring-test,36,124,339,0.29,0.11,0.29
commons-net:commons-net,org.codehaus.jackson:jackson-mapper-asl,24,128,154,0.19,0.16,0.19
javax.mail:mail,org.testng:testng,22,157,288,0.14,0.08,0.14
commons-dbcp:commons-dbcp,org.mockito:mockito-all,27,124,368,0.22,0.07,0.22
io.netty:netty-handler,org.javassist:javassist,18,119,227,0.15,0.08,0.15
io.netty:netty-handler,org.apache.velocity:velocity,4,119,124,0.03,0.03,0.03
org.apache.zookeeper:zookeeper,org.powermock:powermock-api-mockito2,24,193,104,0.12,0.23,0.23
com.google.code.findbugs:jsr305,org.aspectj:aspectjrt,10,323,111,0.03,0.09,0.09
com.google.code.findbugs:jsr305,org.testng:testng,40,323,288,0.12,0.14,0.14
commons-configuration:commons-configuration,org.powermock:powermock-module-junit4,26,149,203,0.17,0.13,0.17
javax.ws.rs:javax.ws.rs-api,org.apache.commons:commons-csv,19,137,130,0.14,0.15,0.15
org.hibernate:hibernate-entitymanager,org.junit.vintage:junit-vintage-engine,4,108,119,0.04,0.03,0.04
javax.servlet:jstl,org.apache.lucene:lucene-core,16,124,137,0.13,0.12,0.13
javax.servlet:jstl,org.springframework:spring-web,60,124,292,0.48,0.21,0.48
com.fasterxml.jackson.core:jackson-databind,org.yaml:snakeyaml,127,841,268,0.15,0.47,0.47
org.apache.commons:commons-text,org.apache.lucene:lucene-core,26,183,137,0.14,0.19,0.19
ch.qos.logback:logback-core,org.apache.logging.log4j:log4j-api,37,225,319,0.16,0.12,0.16
ch.qos.logback:logback-core,org.apache.logging.log4j:log4j-slf4j-impl,17,225,242,0.08,0.07,0.08
org.openjdk.jmh:jmh-core,org.slf4j:slf4j-api,114,215,1414,0.53,0.08,0.53
com.fasterxml.jackson.core:jackson-annotations,org.testcontainers:testcontainers,46,447,116,0.1,0.4,0.4
javax.servlet:javax.servlet-api,org.junit.jupiter:junit-jupiter-engine,59,491,334,0.12,0.18,0.18
org.apache.ant:ant,org.hibernate:hibernate-entitymanager,11,152,108,0.07,0.1,0.1
org.springframework:spring-aop,org.springframework:spring-jdbc,108,180,219,0.6,0.49,0.6
org.hamcrest:hamcrest-core,org.mockito:mockito-all,33,216,368,0.15,0.09,0.15
commons-beanutils:commons-beanutils,org.mongodb:mongo-java-driver,33,282,119,0.12,0.28,0.28
commons-beanutils:commons-beanutils,org.apache.logging.log4j:log4j-core,65,282,387,0.23,0.17,0.23
org.scala-lang:scala-library,org.slf4j:log4j-over-slf4j,14,173,122,0.08,0.11,0.11
org.mybatis:mybatis,org.reflections:reflections,7,125,173,0.06,0.04,0.06
org.mybatis:mybatis,org.powermock:powermock-api-mockito2,5,125,104,0.04,0.05,0.05
org.eclipse.jetty:jetty-servlet,org.jsoup:jsoup,27,202,232,0.13,0.12,0.13
com.google.inject:guice,net.java.dev.jna:jna,16,192,160,0.08,0.1,0.1
org.bouncycastle:bcpkix-jdk15on,org.mockito:mockito-all,23,154,368,0.15,0.06,0.15
org.apache.poi:poi,org.hamcrest:hamcrest-library,13,139,225,0.09,0.06,0.09
joda-time:joda-time,org.bouncycastle:bcprov-jdk15on,38,380,196,0.1,0.19,0.19
com.googlecode.json-simple:json-simple,commons-fileupload:commons-fileupload,25,154,240,0.16,0.1,0.16
jakarta.xml.bind:jakarta.xml.bind-api,org.apache.lucene:lucene-analyzers-common,11,114,109,0.1,0.1,0.1
org.apache.maven:maven-artifact,org.aspectj:aspectjweaver,10,125,170,0.08,0.06,0.08
commons-lang:commons-lang,javax.servlet:jstl,49,441,124,0.11,0.4,0.4
mysql:mysql-connector-java,org.aspectj:aspectjrt,52,537,111,0.1,0.47,0.47
com.google.code.gson:gson,org.jsoup:jsoup,70,666,232,0.11,0.3,0.3
org.apache.thrift:libthrift,org.springframework:spring-core,19,104,339,0.18,0.06,0.18
org.easymock:easymock,org.springframework:spring-expression,16,179,115,0.09,0.14,0.14
net.java.dev.jna:jna,xerces:xercesImpl,11,160,111,0.07,0.1,0.1
com.github.ben-manes.caffeine:caffeine,commons-beanutils:commons-beanutils,33,111,282,0.3,0.12,0.3
org.hamcrest:hamcrest,org.springframework:spring-expression,13,151,115,0.09,0.11,0.11
commons-logging:commons-logging,javax.mail:mail,56,369,157,0.15,0.36,0.36
com.google.protobuf:protobuf-java,org.springframework.security:spring-security-web,8,268,101,0.03,0.08,0.08
org.apache.avro:avro,org.apache.thrift:libthrift,36,123,104,0.29,0.35,0.35
org.apache.avro:avro,org.easymock:easymock,18,123,179,0.15,0.1,0.15
org.projectlombok:lombok,org.springframework:spring-expression,22,434,115,0.05,0.19,0.19
org.json:json,org.springframework.boot:spring-boot-starter-web,10,228,140,0.04,0.07,0.07
org.json:json,org.jsoup:jsoup,38,228,232,0.17,0.16,0.17
org.json:json,org.springframework:spring-core,54,228,339,0.24,0.16,0.24
io.springfox:springfox-swagger-ui,org.openjdk.jmh:jmh-generator-annprocess,2,130,201,0.02,0.01,0.02
javax.servlet:servlet-api,org.hamcrest:hamcrest-all,24,266,237,0.09,0.1,0.1
org.freemarker:freemarker,org.mockito:mockito-junit-jupiter,11,153,116,0.07,0.09,0.09
org.apache.poi:poi-ooxml,org.apache.zookeeper:zookeeper,16,145,193,0.11,0.08,0.11
org.springframework:spring-context,org.springframework:spring-web,215,435,292,0.49,0.74,0.74
org.springframework:spring-context,xerces:xercesImpl,33,435,111,0.08,0.3,0.3
org.apache.commons:commons-collections4,org.apache.poi:poi,36,233,139,0.15,0.26,0.26
commons-validator:commons-validator,org.springframework.security:spring-security-web,22,107,101,0.21,0.22,0.22
commons-io:commons-io,org.apache.lucene:lucene-analyzers-common,68,1050,109,0.06,0.62,0.62
commons-io:commons-io,javax.servlet:javax.servlet-api,258,1050,491,0.25,0.53,0.53
io.netty:netty-all,io.netty:netty-handler,18,226,119,0.08,0.15,0.15
io.netty:netty-all,org.postgresql:postgresql,32,226,245,0.14,0.13,0.14
org.hibernate.validator:hibernate-validator,redis.clients:jedis,9,102,183,0.09,0.05,0.09
org.javassist:javassist,org.mockito:mockito-core,113,227,916,0.5,0.12,0.5
cglib:cglib,org.powermock:powermock-module-junit4,13,134,203,0.1,0.06,0.1
cglib:cglib,io.dropwizard.metrics:metrics-core,11,134,156,0.08,0.07,0.08
cglib:cglib,javax.activation:activation,9,134,107,0.07,0.08,0.08
org.elasticsearch:elasticsearch,org.openjdk.jmh:jmh-generator-annprocess,4,122,201,0.03,0.02,0.03
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.junit.jupiter:junit-jupiter-engine,21,124,334,0.17,0.06,0.17
commons-net:commons-net,org.scala-lang:scala-library,15,128,173,0.12,0.09,0.12
org.codehaus.groovy:groovy-all,xerces:xercesImpl,16,117,111,0.14,0.14,0.14
commons-collections:commons-collections,org.apache.derby:derby,32,284,102,0.11,0.31,0.31
org.codehaus.jackson:jackson-mapper-asl,org.springframework:spring-context,51,154,435,0.33,0.12,0.33
commons-dbcp:commons-dbcp,org.springframework:spring-tx,49,124,172,0.4,0.28,0.4
commons-dbcp:commons-dbcp,org.hamcrest:hamcrest-core,17,124,216,0.14,0.08,0.14
commons-dbcp:commons-dbcp,org.junit.jupiter:junit-jupiter,4,124,153,0.03,0.03,0.03
org.aspectj:aspectjweaver,org.assertj:assertj-core,21,170,454,0.12,0.05,0.12
org.apache.commons:commons-lang3,org.hibernate.validator:hibernate-validator,54,987,102,0.05,0.53,0.53
org.eclipse.jetty:jetty-webapp,org.springframework:spring-core,51,166,339,0.31,0.15,0.31
com.google.code.findbugs:jsr305,org.javassist:javassist,48,323,227,0.15,0.21,0.21
com.google.code.findbugs:jsr305,junit:junit,232,323,2280,0.72,0.1,0.72
ch.qos.logback:logback-classic,org.hibernate:hibernate-core,63,703,189,0.09,0.33,0.33
ch.qos.logback:logback-classic,org.apache.zookeeper:zookeeper,60,703,193,0.09,0.31,0.31
ch.qos.logback:logback-classic,org.apache.commons:commons-pool2,44,703,118,0.06,0.37,0.37
org.hamcrest:hamcrest-all,xerces:xercesImpl,22,237,111,0.09,0.2,0.2
javax.servlet:jstl,xerces:xercesImpl,18,124,111,0.15,0.16,0.16
org.apache.httpcomponents:httpmime,org.apache.poi:poi-ooxml,19,143,145,0.13,0.13,0.13
org.apache.httpcomponents:httpmime,org.hamcrest:hamcrest,11,143,151,0.08,0.07,0.08
commons-httpclient:commons-httpclient,org.hibernate:hibernate-validator,16,140,148,0.11,0.11,0.11
com.beust:jcommander,org.easymock:easymock,10,100,179,0.1,0.06,0.1
com.jcraft:jsch,org.apache.commons:commons-pool2,12,103,118,0.12,0.1,0.12
com.jcraft:jsch,org.apache.avro:avro,17,103,123,0.17,0.14,0.17
com.fasterxml.jackson.core:jackson-databind,com.google.protobuf:protobuf-java,108,841,268,0.13,0.4,0.4
org.apache.commons:commons-text,org.springframework:spring-test,38,183,339,0.21,0.11,0.21
com.squareup.okhttp3:okhttp,jakarta.xml.bind:jakarta.xml.bind-api,15,233,114,0.06,0.13,0.13
org.openjdk.jmh:jmh-core,org.springframework.boot:spring-boot-starter-test,12,215,128,0.06,0.09,0.09
javax.servlet:javax.servlet-api,org.apache.httpcomponents:httpmime,59,491,143,0.12,0.41,0.41
javax.servlet:javax.servlet-api,org.eclipse.jetty:jetty-util,75,491,113,0.15,0.66,0.66
javax.servlet:javax.servlet-api,org.springframework:spring-jdbc,95,491,219,0.19,0.43,0.43
javax.validation:validation-api,org.hamcrest:hamcrest-all,27,197,237,0.14,0.11,0.14
javax.validation:validation-api,org.springframework.boot:spring-boot-starter-test,21,197,128,0.11,0.16,0.16
javax.inject:javax.inject,org.springframework:spring-web,43,186,292,0.23,0.15,0.23
javax.inject:javax.inject,net.java.dev.jna:jna,15,186,160,0.08,0.09,0.09
org.hamcrest:hamcrest-core,org.mybatis:mybatis,4,216,125,0.02,0.03,0.03
commons-beanutils:commons-beanutils,commons-net:commons-net,48,282,128,0.17,0.38,0.38
commons-beanutils:commons-beanutils,mysql:mysql-connector-java,104,282,537,0.37,0.19,0.37
com.fasterxml.jackson.core:jackson-core,org.apache.kafka:kafka-clients,75,532,162,0.14,0.46,0.46
com.sun.xml.bind:jaxb-impl,org.openjdk.jmh:jmh-generator-annprocess,14,160,201,0.09,0.07,0.09
com.google.inject:guice,io.netty:netty-handler,10,192,119,0.05,0.08,0.08
org.junit.jupiter:junit-jupiter-api,org.slf4j:slf4j-api,141,286,1414,0.49,0.1,0.49
jakarta.xml.bind:jakarta.xml.bind-api,org.mybatis:mybatis,2,114,125,0.02,0.02,0.02
mysql:mysql-connector-java,org.hamcrest:hamcrest,23,537,151,0.04,0.15,0.15
org.apache.curator:curator-recipes,org.junit.jupiter:junit-jupiter-engine,15,131,334,0.11,0.04,0.11
org.apache.hadoop:hadoop-common,org.hamcrest:hamcrest-library,13,140,225,0.09,0.06,0.09
com.google.code.gson:gson,org.springframework.boot:spring-boot-starter-test,42,666,128,0.06,0.33,0.33
com.google.code.gson:gson,io.dropwizard.metrics:metrics-core,64,666,156,0.1,0.41,0.41
org.apache.thrift:libthrift,org.glassfish.jaxb:jaxb-runtime,9,104,145,0.09,0.06,0.09
org.apache.httpcomponents:httpcore,org.slf4j:slf4j-log4j12,93,267,521,0.35,0.18,0.35
org.junit.jupiter:junit-jupiter,org.slf4j:log4j-over-slf4j,10,153,122,0.07,0.08,0.08
org.apache.commons:commons-pool2,org.glassfish.jaxb:jaxb-runtime,18,118,145,0.15,0.12,0.15
com.github.ben-manes.caffeine:caffeine,com.squareup.okhttp3:okhttp,32,111,233,0.29,0.14,0.29
com.github.ben-manes.caffeine:caffeine,org.testng:testng,17,111,288,0.15,0.06,0.15
org.apache.maven:maven-core,org.eclipse.jetty:jetty-webapp,20,193,166,0.1,0.12,0.12
org.testcontainers:testcontainers,org.testng:testng,16,116,288,0.14,0.06,0.14
com.google.protobuf:protobuf-java,org.apache.lucene:lucene-analyzers-common,15,268,109,0.06,0.14,0.14
org.apache.avro:avro,org.codehaus.plexus:plexus-utils,18,123,144,0.15,0.13,0.15
javax.xml.bind:jaxb-api,org.apache.lucene:lucene-core,31,304,137,0.1,0.23,0.23
org.projectlombok:lombok,org.springframework.security:spring-security-web,18,434,101,0.04,0.18,0.18
io.springfox:springfox-swagger-ui,org.apache.commons:commons-collections4,24,130,233,0.18,0.1,0.18
io.springfox:springfox-swagger-ui,org.hibernate.validator:hibernate-validator,12,130,102,0.09,0.12,0.12
io.springfox:springfox-swagger-ui,xerces:xercesImpl,8,130,111,0.06,0.07,0.07
javax.servlet:servlet-api,org.aspectj:aspectjrt,29,266,111,0.11,0.26,0.26
org.apache.commons:commons-compress,org.apache.thrift:libthrift,27,239,104,0.11,0.26,0.26
commons-validator:commons-validator,org.apache.commons:commons-text,33,107,183,0.31,0.18,0.31
commons-io:commons-io,org.eclipse.jetty:jetty-servlet,129,1050,202,0.12,0.64,0.64
commons-io:commons-io,org.testng:testng,128,1050,288,0.12,0.44,0.44
commons-io:commons-io,javax.xml.bind:jaxb-api,171,1050,304,0.16,0.56,0.56
cglib:cglib,org.hibernate:hibernate-entitymanager,22,134,108,0.16,0.2,0.2
org.junit.jupiter:junit-jupiter-params,org.slf4j:slf4j-log4j12,23,169,521,0.14,0.04,0.14
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,io.netty:netty-handler,15,143,119,0.1,0.13,0.13
commons-cli:commons-cli,commons-configuration:commons-configuration,64,376,149,0.17,0.43,0.43
org.ow2.asm:asm,org.springframework:spring-tx,17,180,172,0.09,0.1,0.1
com.alibaba:fastjson,org.mybatis:mybatis,55,335,125,0.16,0.44,0.44
commons-net:commons-net,javax.servlet:jstl,9,128,124,0.07,0.07,0.07
javax.mail:mail,org.junit.jupiter:junit-jupiter,6,157,153,0.04,0.04,0.04
com.thoughtworks.xstream:xstream,javax.servlet:servlet-api,29,128,266,0.23,0.11,0.23
com.thoughtworks.xstream:xstream,javax.annotation:javax.annotation-api,24,128,243,0.19,0.1,0.19
org.aspectj:aspectjweaver,org.glassfish.jaxb:jaxb-runtime,13,170,145,0.08,0.09,0.09
org.hibernate:hibernate-core,org.slf4j:jcl-over-slf4j,50,189,311,0.26,0.16,0.26
org.apache.commons:commons-lang3,org.hibernate:hibernate-core,91,987,189,0.09,0.48,0.48
org.apache.zookeeper:zookeeper,org.testcontainers:testcontainers,26,193,116,0.13,0.22,0.22
org.awaitility:awaitility,xerces:xercesImpl,14,161,111,0.09,0.13,0.13
org.apache.curator:curator-framework,org.slf4j:jul-to-slf4j,16,121,152,0.13,0.11,0.13
org.jsoup:jsoup,org.junit.jupiter:junit-jupiter-params,15,232,169,0.06,0.09,0.09
ch.qos.logback:logback-classic,org.apache.commons:commons-lang3,290,703,987,0.41,0.29,0.41
ch.qos.logback:logback-classic,org.easymock:easymock,46,703,179,0.07,0.26,0.26
javax.ws.rs:javax.ws.rs-api,org.antlr:antlr4-runtime,18,137,109,0.13,0.17,0.17
org.hibernate:hibernate-entitymanager,org.testng:testng,16,108,288,0.15,0.06,0.15
org.apache.derby:derby,org.aspectj:aspectjrt,9,102,111,0.09,0.08,0.09
javax.servlet:jstl,org.codehaus.plexus:plexus-utils,6,124,144,0.05,0.04,0.05
javax.servlet:jstl,org.springframework:spring-jdbc,51,124,219,0.41,0.23,0.41
org.apache.httpcomponents:httpmime,org.openjdk.jmh:jmh-core,7,143,215,0.05,0.03,0.05
org.apache.httpcomponents:httpmime,org.eclipse.jetty:jetty-util,24,143,113,0.17,0.21,0.21
