dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
com.fasterxml.jackson.core:jackson-databind,org.slf4j:slf4j-simple,146,841,382,0.17,0.38,0.38
javax.servlet.jsp:jsp-api,org.springframework:spring-context,45,105,435,0.43,0.1,0.43
javax.servlet.jsp:jsp-api,org.antlr:antlr4-runtime,5,105,109,0.05,0.05,0.05
javax.servlet.jsp:jsp-api,org.apache.poi:poi,18,105,139,0.17,0.13,0.17
javax.servlet:javax.servlet-api,javax.servlet:servlet-api,74,491,266,0.15,0.28,0.28
org.apache.maven.plugin-tools:maven-plugin-annotations,org.apache.maven:maven-plugin-api,208,229,264,0.91,0.79,0.91
javax.inject:javax.inject,org.hibernate:hibernate-validator,31,186,148,0.17,0.21,0.21
org.antlr:antlr4-runtime,org.eclipse.jetty:jetty-servlet,21,109,202,0.19,0.1,0.19
org.hamcrest:hamcrest-core,org.ow2.asm:asm,28,216,180,0.13,0.16,0.16
org.eclipse.jetty:jetty-servlet,org.elasticsearch:elasticsearch,20,202,122,0.1,0.16,0.16
com.google.inject:guice,org.bouncycastle:bcpkix-jdk15on,15,192,154,0.08,0.1,0.1
com.google.inject:guice,org.mockito:mockito-all,36,192,368,0.19,0.1,0.19
org.bouncycastle:bcpkix-jdk15on,org.slf4j:slf4j-simple,30,154,382,0.19,0.08,0.19
org.bouncycastle:bcpkix-jdk15on,org.springframework:spring-beans,19,154,256,0.12,0.07,0.12
org.junit.jupiter:junit-jupiter-api,org.slf4j:slf4j-jdk14,13,286,107,0.05,0.12,0.12
org.apache.poi:poi,org.junit.jupiter:junit-jupiter,10,139,153,0.07,0.07,0.07
joda-time:joda-time,org.slf4j:slf4j-simple,62,380,382,0.16,0.16,0.16
org.apache.kafka:kafka-clients,org.apache.maven:maven-core,14,162,193,0.09,0.07,0.09
jakarta.xml.bind:jakarta.xml.bind-api,org.apache.commons:commons-text,22,114,183,0.19,0.12,0.19
commons-codec:commons-codec,commons-validator:commons-validator,60,596,107,0.1,0.56,0.56
commons-codec:commons-codec,org.bouncycastle:bcpkix-jdk15on,68,596,154,0.11,0.44,0.44
commons-codec:commons-codec,jakarta.xml.bind:jakarta.xml.bind-api,53,596,114,0.09,0.46,0.46
junit:junit,org.junit.vintage:junit-vintage-engine,61,2280,119,0.03,0.51,0.51
junit:junit,org.springframework:spring-core,283,2280,339,0.12,0.83,0.83
commons-lang:commons-lang,org.hamcrest:hamcrest-library,64,441,225,0.15,0.28,0.28
org.junit.jupiter:junit-jupiter-engine,xerces:xercesImpl,15,334,111,0.04,0.14,0.14
org.apache.curator:curator-recipes,org.mockito:mockito-junit-jupiter,6,131,116,0.05,0.05,0.05
com.google.code.gson:gson,org.springframework:spring-context,128,666,435,0.19,0.29,0.29
com.google.code.gson:gson,org.mockito:mockito-all,108,666,368,0.16,0.29,0.29
org.apache.commons:commons-pool2,org.springframework:spring-expression,15,118,115,0.13,0.13,0.13
net.java.dev.jna:jna,org.apache.thrift:libthrift,14,160,104,0.09,0.13,0.13
net.java.dev.jna:jna,org.springframework:spring-test,14,160,339,0.09,0.04,0.09
com.github.ben-manes.caffeine:caffeine,io.dropwizard.metrics:metrics-core,28,111,156,0.25,0.18,0.25
commons-logging:commons-logging,commons-validator:commons-validator,34,369,107,0.09,0.32,0.32
org.glassfish.jaxb:jaxb-runtime,org.springframework:spring-tx,19,145,172,0.13,0.11,0.13
org.json:json,org.springframework:spring-context-support,25,228,155,0.11,0.16,0.16
org.json:json,org.yaml:snakeyaml,27,228,268,0.12,0.1,0.12
org.json:json,org.junit.jupiter:junit-jupiter,11,228,153,0.05,0.07,0.07
org.aspectj:aspectjrt,org.springframework:spring-webmvc,49,111,264,0.44,0.19,0.44
org.aspectj:aspectjrt,org.slf4j:log4j-over-slf4j,5,111,122,0.05,0.04,0.05
commons-fileupload:commons-fileupload,javax.servlet:jstl,57,240,124,0.24,0.46,0.46
org.apache.poi:poi-ooxml,org.mybatis.spring.boot:mybatis-spring-boot-starter,20,145,145,0.14,0.14,0.14
log4j:log4j,org.reflections:reflections,36,487,173,0.07,0.21,0.21
commons-validator:commons-validator,org.projectlombok:lombok,20,107,434,0.19,0.05,0.19
commons-io:commons-io,org.apache.avro:avro,76,1050,123,0.07,0.62,0.62
io.netty:netty-all,org.apache.zookeeper:zookeeper,58,226,193,0.26,0.3,0.3
cglib:cglib,org.apache.logging.log4j:log4j-api,24,134,319,0.18,0.08,0.18
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,javax.servlet:javax.servlet-api,42,143,491,0.29,0.09,0.29
org.elasticsearch:elasticsearch,org.glassfish.jaxb:jaxb-runtime,5,122,145,0.04,0.03,0.04
org.hamcrest:hamcrest-library,xerces:xercesImpl,19,225,111,0.08,0.17,0.17
org.hamcrest:hamcrest-library,org.slf4j:slf4j-api,133,225,1414,0.59,0.09,0.59
org.ow2.asm:asm,org.springframework:spring-expression,11,180,115,0.06,0.1,0.1
org.hibernate:hibernate-validator,org.junit.jupiter:junit-jupiter-params,11,148,169,0.07,0.07,0.07
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.mybatis:mybatis,6,124,125,0.05,0.05,0.05
javax.annotation:javax.annotation-api,org.powermock:powermock-api-mockito2,19,243,104,0.08,0.18,0.18
org.powermock:powermock-module-junit4,org.springframework:spring-jdbc,23,203,219,0.11,0.11,0.11
org.powermock:powermock-module-junit4,org.testcontainers:testcontainers,17,203,116,0.08,0.15,0.15
org.apache.commons:commons-math3,org.apache.lucene:lucene-core,26,180,137,0.14,0.19,0.19
org.springframework:spring-tx,org.testcontainers:testcontainers,13,172,116,0.08,0.11,0.11
com.thoughtworks.xstream:xstream,org.hamcrest:hamcrest,11,128,151,0.09,0.07,0.09
org.apache.commons:commons-lang3,org.projectlombok:lombok,188,987,434,0.19,0.43,0.43
org.apache.curator:curator-framework,org.json:json,9,121,228,0.07,0.04,0.07
org.junit.vintage:junit-vintage-engine,org.springframework:spring-web,18,119,292,0.15,0.06,0.15
ch.qos.logback:logback-classic,org.apache.poi:poi,41,703,139,0.06,0.29,0.29
ch.qos.logback:logback-classic,com.jayway.jsonpath:json-path,43,703,129,0.06,0.33,0.33
commons-configuration:commons-configuration,org.eclipse.jetty:jetty-servlet,33,149,202,0.22,0.16,0.22
commons-configuration:commons-configuration,org.junit.jupiter:junit-jupiter-api,15,149,286,0.1,0.05,0.1
commons-configuration:commons-configuration,org.quartz-scheduler:quartz,26,149,143,0.17,0.18,0.18
org.slf4j:jul-to-slf4j,org.slf4j:slf4j-api,135,152,1414,0.89,0.1,0.89
org.apache.derby:derby,org.slf4j:slf4j-api,77,102,1414,0.75,0.05,0.75
org.apache.httpcomponents:httpmime,org.slf4j:jcl-over-slf4j,39,143,311,0.27,0.13,0.27
commons-httpclient:commons-httpclient,redis.clients:jedis,16,140,183,0.11,0.09,0.11
com.beust:jcommander,org.javassist:javassist,14,100,227,0.14,0.06,0.14
com.beust:jcommander,com.jayway.jsonpath:json-path,6,100,129,0.06,0.05,0.06
com.jcraft:jsch,org.apache.maven:maven-core,12,103,193,0.12,0.06,0.12
com.fasterxml.jackson.core:jackson-databind,org.slf4j:jcl-over-slf4j,146,841,311,0.17,0.47,0.47
com.squareup.okhttp3:okhttp,org.junit.jupiter:junit-jupiter-engine,32,233,334,0.14,0.1,0.14
ch.qos.logback:logback-core,javax.annotation:javax.annotation-api,31,225,243,0.14,0.13,0.14
com.fasterxml.jackson.core:jackson-annotations,commons-fileupload:commons-fileupload,79,447,240,0.18,0.33,0.33
com.fasterxml.jackson.core:jackson-annotations,org.slf4j:log4j-over-slf4j,54,447,122,0.12,0.44,0.44
javax.servlet.jsp:jsp-api,org.testng:testng,18,105,288,0.17,0.06,0.17
javax.inject:javax.inject,org.codehaus.plexus:plexus-utils,21,186,144,0.11,0.15,0.15
javax.inject:javax.inject,org.apache.logging.log4j:log4j-core,35,186,387,0.19,0.09,0.19
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.eclipse.jetty:jetty-server,25,110,267,0.23,0.09,0.23
org.apache.ant:ant,org.aspectj:aspectjrt,7,152,111,0.05,0.06,0.06
org.apache.ant:ant,org.springframework.boot:spring-boot-starter-web,6,152,140,0.04,0.04,0.04
org.apache.ant:ant,org.junit.jupiter:junit-jupiter-api,18,152,286,0.12,0.06,0.12
org.antlr:antlr4-runtime,org.apache.lucene:lucene-core,7,109,137,0.06,0.05,0.06
org.hamcrest:hamcrest-core,org.slf4j:log4j-over-slf4j,21,216,122,0.1,0.17,0.17
com.fasterxml.jackson.core:jackson-core,org.springframework:spring-tx,67,532,172,0.13,0.39,0.39
com.fasterxml.jackson.core:jackson-core,org.apache.velocity:velocity,43,532,124,0.08,0.35,0.35
org.springframework.boot:spring-boot-starter-test,org.springframework:spring-tx,26,128,172,0.2,0.15,0.2
joda-time:joda-time,net.java.dev.jna:jna,28,380,160,0.07,0.18,0.18
joda-time:joda-time,org.openjdk.jmh:jmh-generator-annprocess,30,380,201,0.08,0.15,0.15
org.apache.kafka:kafka-clients,org.hibernate.validator:hibernate-validator,10,162,102,0.06,0.1,0.1
jakarta.xml.bind:jakarta.xml.bind-api,org.freemarker:freemarker,10,114,153,0.09,0.07,0.09
jakarta.xml.bind:jakarta.xml.bind-api,org.bouncycastle:bcprov-jdk15on,27,114,196,0.24,0.14,0.24
com.jayway.jsonpath:json-path,org.hamcrest:hamcrest-all,15,129,237,0.12,0.06,0.12
com.jayway.jsonpath:json-path,joda-time:joda-time,48,129,380,0.37,0.13,0.37
commons-codec:commons-codec,org.eclipse.jetty:jetty-webapp,92,596,166,0.15,0.55,0.55
commons-codec:commons-codec,org.antlr:antlr4-runtime,47,596,109,0.08,0.43,0.43
commons-codec:commons-codec,org.apache.avro:avro,67,596,123,0.11,0.54,0.54
org.apache.logging.log4j:log4j-core,org.ow2.asm:asm,38,387,180,0.1,0.21,0.21
org.apache.maven:maven-artifact,org.postgresql:postgresql,24,125,245,0.19,0.1,0.19
commons-lang:commons-lang,org.bouncycastle:bcprov-jdk15on,40,441,196,0.09,0.2,0.2
org.apache.hadoop:hadoop-common,org.apache.httpcomponents:httpcore,42,140,267,0.3,0.16,0.3
org.easymock:easymock,org.reflections:reflections,11,179,173,0.06,0.06,0.06
com.alibaba:druid,javax.servlet:servlet-api,18,148,266,0.12,0.07,0.12
com.alibaba:druid,org.springframework.security:spring-security-web,7,148,101,0.05,0.07,0.07
io.dropwizard.metrics:metrics-core,javax.mail:mail,12,156,157,0.08,0.08,0.08
commons-logging:commons-logging,org.apache.ant:ant,43,369,152,0.12,0.28,0.28
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework.boot:spring-boot-starter-web,17,145,140,0.12,0.12,0.12
com.google.protobuf:protobuf-java,org.apache.ant:ant,14,268,152,0.05,0.09,0.09
javax.activation:activation,org.hibernate:hibernate-entitymanager,9,107,108,0.08,0.08,0.08
javax.xml.bind:jaxb-api,org.codehaus.plexus:plexus-utils,32,304,144,0.11,0.22,0.22
javax.xml.bind:jaxb-api,xerces:xercesImpl,31,304,111,0.1,0.28,0.28
commons-fileupload:commons-fileupload,javax.mail:mail,64,240,157,0.27,0.41,0.41
javax.servlet:servlet-api,org.apache.lucene:lucene-core,27,266,137,0.1,0.2,0.2
org.apache.httpcomponents:httpclient,org.mockito:mockito-all,118,680,368,0.17,0.32,0.32
org.apache.commons:commons-collections4,org.junit.vintage:junit-vintage-engine,17,233,119,0.07,0.14,0.14
commons-io:commons-io,org.hibernate:hibernate-validator,83,1050,148,0.08,0.56,0.56
commons-io:commons-io,org.apache.lucene:lucene-core,85,1050,137,0.08,0.62,0.62
io.netty:netty-all,org.slf4j:slf4j-api,146,226,1414,0.65,0.1,0.65
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.commons:commons-collections4,27,143,233,0.19,0.12,0.19
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.kafka:kafka-clients,36,143,162,0.25,0.22,0.25
org.elasticsearch:elasticsearch,org.springframework:spring-context,28,122,435,0.23,0.06,0.23
org.elasticsearch:elasticsearch,org.slf4j:slf4j-jdk14,4,122,107,0.03,0.04,0.04
commons-cli:commons-cli,org.apache.derby:derby,32,376,102,0.09,0.31,0.31
commons-cli:commons-cli,org.springframework.boot:spring-boot-starter-test,16,376,128,0.04,0.13,0.13
commons-cli:commons-cli,xerces:xercesImpl,32,376,111,0.09,0.29,0.29
org.hibernate:hibernate-validator,org.springframework.boot:spring-boot-starter-test,8,148,128,0.05,0.06,0.06
org.hibernate:hibernate-validator,org.springframework:spring-webmvc,51,148,264,0.34,0.19,0.34
org.hibernate:hibernate-validator,org.testng:testng,22,148,288,0.15,0.08,0.15
org.apache.commons:commons-csv,org.openjdk.jmh:jmh-core,13,130,215,0.1,0.06,0.1
org.apache.commons:commons-csv,org.easymock:easymock,11,130,179,0.08,0.06,0.08
org.codehaus.groovy:groovy-all,org.slf4j:slf4j-jdk14,11,117,107,0.09,0.1,0.1
commons-collections:commons-collections,org.springframework:spring-context,99,284,435,0.35,0.23,0.35
commons-collections:commons-collections,org.elasticsearch:elasticsearch,34,284,122,0.12,0.28,0.28
commons-collections:commons-collections,org.apache.maven:maven-plugin-api,43,284,264,0.15,0.16,0.16
javax.mail:mail,org.hibernate:hibernate-validator,27,157,148,0.17,0.18,0.18
org.slf4j:slf4j-jdk14,org.slf4j:slf4j-log4j12,25,107,521,0.23,0.05,0.23
org.slf4j:slf4j-jdk14,org.springframework:spring-aop,14,107,180,0.13,0.08,0.13
org.hibernate:hibernate-core,org.springframework:spring-core,75,189,339,0.4,0.22,0.4
org.eclipse.jetty:jetty-webapp,org.powermock:powermock-module-junit4,33,166,203,0.2,0.16,0.2
org.eclipse.jetty:jetty-webapp,org.openjdk.jmh:jmh-generator-annprocess,16,166,201,0.1,0.08,0.1
org.awaitility:awaitility,org.jsoup:jsoup,12,161,232,0.07,0.05,0.07
com.google.code.findbugs:jsr305,org.powermock:powermock-api-mockito2,23,323,104,0.07,0.22,0.22
ch.qos.logback:logback-classic,com.fasterxml.jackson.core:jackson-annotations,150,703,447,0.21,0.34,0.34
commons-configuration:commons-configuration,javax.annotation:javax.annotation-api,28,149,243,0.19,0.12,0.19
org.hibernate:hibernate-entitymanager,org.slf4j:slf4j-jdk14,7,108,107,0.06,0.07,0.07
commons-httpclient:commons-httpclient,commons-io:commons-io,100,140,1050,0.71,0.1,0.71
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpcore,45,140,267,0.32,0.17,0.32
org.apache.commons:commons-text,org.codehaus.plexus:plexus-utils,27,183,144,0.15,0.19,0.19
com.squareup.okhttp3:okhttp,org.apache.lucene:lucene-core,14,233,137,0.06,0.1,0.1
com.squareup.okhttp3:okhttp,org.apache.commons:commons-math3,17,233,180,0.07,0.09,0.09
javax.servlet.jsp:jsp-api,org.hamcrest:hamcrest-library,13,105,225,0.12,0.06,0.12
javax.servlet:javax.servlet-api,org.mockito:mockito-all,74,491,368,0.15,0.2,0.2
javax.validation:validation-api,net.java.dev.jna:jna,18,197,160,0.09,0.11,0.11
javax.inject:javax.inject,javax.ws.rs:javax.ws.rs-api,35,186,137,0.19,0.26,0.26
javax.inject:javax.inject,org.hibernate:hibernate-entitymanager,22,186,108,0.12,0.2,0.2
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,26,110,124,0.24,0.21,0.24
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.eclipse.jetty:jetty-servlet,18,110,202,0.16,0.09,0.16
org.apache.ant:ant,org.springframework:spring-tx,18,152,172,0.12,0.1,0.12
commons-beanutils:commons-beanutils,commons-codec:commons-codec,155,282,596,0.55,0.26,0.55
com.google.inject:guice,org.json:json,22,192,228,0.11,0.1,0.11
com.google.inject:guice,jakarta.xml.bind:jakarta.xml.bind-api,11,192,114,0.06,0.1,0.1
com.google.inject:guice,org.apache.curator:curator-recipes,22,192,131,0.11,0.17,0.17
org.junit.jupiter:junit-jupiter-api,org.mockito:mockito-all,34,286,368,0.12,0.09,0.12
com.jayway.jsonpath:json-path,org.powermock:powermock-module-junit4,20,129,203,0.16,0.1,0.16
commons-codec:commons-codec,commons-net:commons-net,71,596,128,0.12,0.55,0.55
org.apache.logging.log4j:log4j-core,org.slf4j:slf4j-log4j12,86,387,521,0.22,0.17,0.22
mysql:mysql-connector-java,org.eclipse.jetty:jetty-webapp,58,537,166,0.11,0.35,0.35
org.apache.curator:curator-recipes,org.slf4j:slf4j-api,92,131,1414,0.7,0.07,0.7
org.apache.hadoop:hadoop-common,org.assertj:assertj-core,23,140,454,0.16,0.05,0.16
com.google.code.gson:gson,org.apache.zookeeper:zookeeper,77,666,193,0.12,0.4,0.4
com.google.code.gson:gson,org.easymock:easymock,52,666,179,0.08,0.29,0.29
org.apache.httpcomponents:httpcore,org.jsoup:jsoup,45,267,232,0.17,0.19,0.19
com.alibaba:druid,org.easymock:easymock,3,148,179,0.02,0.02,0.02
io.dropwizard.metrics:metrics-core,org.apache.thrift:libthrift,28,156,104,0.18,0.27,0.27
com.github.ben-manes.caffeine:caffeine,commons-net:commons-net,15,111,128,0.14,0.12,0.14
com.github.ben-manes.caffeine:caffeine,org.hamcrest:hamcrest,16,111,151,0.14,0.11,0.14
io.springfox:springfox-swagger2,org.openjdk.jmh:jmh-generator-annprocess,2,143,201,0.01,0.01,0.01
org.hamcrest:hamcrest,org.springframework:spring-context-support,13,151,155,0.09,0.08,0.09
com.google.guava:guava,org.eclipse.jetty:jetty-servlet,124,1193,202,0.1,0.61,0.61
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.slf4j:slf4j-log4j12,20,145,521,0.14,0.04,0.14
com.google.protobuf:protobuf-java,org.antlr:antlr4-runtime,27,268,109,0.1,0.25,0.25
com.google.protobuf:protobuf-java,junit:junit,198,268,2280,0.74,0.09,0.74
javax.activation:activation,org.apache.maven:maven-core,6,107,193,0.06,0.03,0.06
org.apache.avro:avro,org.apache.httpcomponents:httpclient,71,123,680,0.58,0.1,0.58
org.slf4j:slf4j-simple,org.springframework:spring-context-support,19,382,155,0.05,0.12,0.12
org.aspectj:aspectjrt,org.hibernate:hibernate-core,31,111,189,0.28,0.16,0.28
org.assertj:assertj-core,org.easymock:easymock,33,454,179,0.07,0.18,0.18
commons-fileupload:commons-fileupload,org.apache.maven.plugin-tools:maven-plugin-annotations,22,240,229,0.09,0.1,0.1
commons-fileupload:commons-fileupload,org.junit.jupiter:junit-jupiter-api,14,240,286,0.06,0.05,0.06
org.apache.poi:poi-ooxml,org.bouncycastle:bcpkix-jdk15on,8,145,154,0.06,0.05,0.06
org.apache.commons:commons-compress,org.apache.maven.plugin-tools:maven-plugin-annotations,47,239,229,0.2,0.21,0.21
commons-validator:commons-validator,org.hamcrest:hamcrest,14,107,151,0.13,0.09,0.13
commons-io:commons-io,org.junit.jupiter:junit-jupiter-api,104,1050,286,0.1,0.36,0.36
commons-io:commons-io,io.springfox:springfox-swagger2,70,1050,143,0.07,0.49,0.49
io.netty:netty-all,org.mockito:mockito-core,81,226,916,0.36,0.09,0.36
com.zaxxer:HikariCP,org.apache.poi:poi,11,147,139,0.07,0.08,0.08
org.hibernate.validator:hibernate-validator,org.ow2.asm:asm,9,102,180,0.09,0.05,0.09
cglib:cglib,org.elasticsearch:elasticsearch,11,134,122,0.08,0.09,0.09
cglib:cglib,org.springframework:spring-aop,40,134,180,0.3,0.22,0.3
org.elasticsearch:elasticsearch,org.mongodb:mongo-java-driver,24,122,119,0.2,0.2,0.2
commons-cli:commons-cli,org.hibernate:hibernate-core,36,376,189,0.1,0.19,0.19
commons-cli:commons-cli,redis.clients:jedis,22,376,183,0.06,0.12,0.12
com.alibaba:fastjson,org.slf4j:slf4j-simple,25,335,382,0.07,0.07,0.07
org.hibernate:hibernate-validator,org.springframework:spring-jdbc,44,148,219,0.3,0.2,0.3
org.apache.commons:commons-csv,org.apache.derby:derby,13,130,102,0.1,0.13,0.13
org.codehaus.groovy:groovy-all,org.junit.jupiter:junit-jupiter-engine,12,117,334,0.1,0.04,0.1
commons-collections:commons-collections,commons-io:commons-io,225,284,1050,0.79,0.21,0.79
org.codehaus.jackson:jackson-mapper-asl,org.springframework:spring-context-support,27,154,155,0.18,0.17,0.18
javax.mail:mail,org.awaitility:awaitility,7,157,161,0.04,0.04,0.04
javax.mail:mail,org.apache.curator:curator-framework,13,157,121,0.08,0.11,0.11
org.apache.lucene:lucene-core,org.eclipse.jetty:jetty-server,35,137,267,0.26,0.13,0.26
org.aspectj:aspectjweaver,org.reflections:reflections,16,170,173,0.09,0.09,0.09
org.hibernate:hibernate-core,org.mockito:mockito-junit-jupiter,15,189,116,0.08,0.13,0.13
org.apache.commons:commons-lang3,org.slf4j:jul-to-slf4j,84,987,152,0.09,0.55,0.55
org.apache.zookeeper:zookeeper,org.hibernate:hibernate-entitymanager,5,193,108,0.03,0.05,0.05
org.apache.curator:curator-framework,org.codehaus.jackson:jackson-core-asl,14,121,100,0.12,0.14,0.14
commons-configuration:commons-configuration,commons-dbcp:commons-dbcp,16,149,124,0.11,0.13,0.13
commons-configuration:commons-configuration,org.hibernate:hibernate-entitymanager,14,149,108,0.09,0.13,0.13
javax.ws.rs:javax.ws.rs-api,org.apache.lucene:lucene-core,11,137,137,0.08,0.08,0.08
javax.ws.rs:javax.ws.rs-api,org.apache.thrift:libthrift,16,137,104,0.12,0.15,0.15
javax.ws.rs:javax.ws.rs-api,org.easymock:easymock,20,137,179,0.15,0.11,0.15
org.hibernate:hibernate-entitymanager,org.powermock:powermock-module-junit4,8,108,203,0.07,0.04,0.07
org.apache.derby:derby,org.apache.velocity:velocity,9,102,124,0.09,0.07,0.09
org.apache.derby:derby,org.junit.jupiter:junit-jupiter-api,9,102,286,0.09,0.03,0.09
com.beust:jcommander,org.awaitility:awaitility,7,100,161,0.07,0.04,0.07
com.beust:jcommander,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,9,100,110,0.09,0.08,0.09
org.apache.commons:commons-text,org.junit.jupiter:junit-jupiter-engine,28,183,334,0.15,0.08,0.15
com.squareup.okhttp3:okhttp,org.apache.commons:commons-collections4,31,233,233,0.13,0.13,0.13
ch.qos.logback:logback-core,org.apache.httpcomponents:httpmime,18,225,143,0.08,0.13,0.13
